"","white","black","hisp","marnvr","marapt","agelt20","age2024","age2534","age3544","agege45","agelt24","agege24","agelt30","agege30","anyernpq8","anyernpq6","anyernpq5","anyernpq4","anyernpq3","anyernpq2","anyernpq1","anyadcpq7","anyadcpq6","anyadcpq5","anyadcpq4","anyadcpq3","anyadcpq2","anyadcpq1","anyfstpq7","anyfstpq6","anyfstpq5","anyfstpq4","anyfstpq3","anyfstpq2","anyfstpq1","nohsged","hsged","applcant","anyernpq","anyadcpq","anyfstpq","yrern","yremp","yradc","yrfst","yrernsq","yrvad","yrkvad","yrvfs","ernpq8","ernpq6","ernpq5","ernpq4","ernpq3","ernpq2","ernpq1","adcpq7","adcpq6","adcpq5","adcpq4","adcpq3","adcpq2","adcpq1","fstpq7","fstpq6","fstpq5","fstpq4","fstpq3","fstpq2","fstpq1","treatmnt","on_welfare"
"2616",1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,8240.89274707657,93.3366016719703,-123.080110127817,1957.59342612056,99561480.1363216,76.311057423985,969.165954828171,94.3090600113673,41.9624950703892,2035.40896642291,3197.41813427132,2171.27039863804,2674.6251632302,2143.53164804421,2084.82537319135,563.286395049272,676.476191146043,1104.8583376022,857.932259345253,904.123630468744,387.623750909076,838.977298405269,550.700201264919,771.438275479496,543.545394905361,658.020821809903,718.360407150063,591.801729429024,1160.34252439573,1,1
"2617",1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,2075.66516965793,-30.8122668015127,562.734803239145,776.347384783313,-2618173.09130055,-19.8452278931082,39.4821625755803,147.121777137447,-361.211280524644,623.794337198632,-414.386703196175,-458.25579098968,452.669421652591,-388.617000435573,-617.008729802522,-1136.80017445084,216.38778837262,-825.521348550634,-541.113940637879,622.619260295452,-617.442063511396,-334.248767699968,292.152037300695,158.113989593864,-134.464156672705,28.8924462384294,398.223078906871,-11.464913443666,59.9536524303557,0,0
"2618",1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,-3171.82117221807,-15.3774141060777,7871.09050236048,157.27281363876,-107473972.624212,128.200697738829,1047.46237333025,93.0403220344582,-82.525318617539,381.291418892949,343.479186451943,183.462421741575,1724.05597955148,1406.67254830903,444.53881422777,2081.91495699679,1269.09967737277,2055.76907141735,1263.54622553654,1359.80285103759,1016.28419802412,1911.06251749029,150.664007568138,241.228441187822,381.963531447978,558.012638319955,255.610849273981,223.173906524964,83.2401841153304,1,1
"2619",0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,-657.854746423399,-28.9299852260244,8800.64859522916,3501.18903103957,108551157.039665,94.7357478176491,659.086419019945,78.8969565144184,-1740.85756277856,-12.8916935834694,-224.459648404301,-227.118571491468,1372.4475377013,957.923662836183,828.093760586391,1382.77411124354,1640.69790804411,1227.79865379261,1188.08883541434,1498.98060043119,1501.65880786448,1630.27971324288,782.403324288948,634.491935580617,541.270402945766,417.472374923613,440.242617000829,836.781820890838,815.587679832525,0,1
"2620",1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,4400.66188864033,53.5035141927972,6330.96533688989,3398.67712556167,-71994484.8616917,89.5850723248602,598.086366080137,94.4247413826565,-209.944709087022,-1450.51540132302,-660.692139429395,13.4622439842627,-247.645937578686,479.906721810363,-177.962013790237,1835.24090037452,1457.5266100487,1862.24515476937,1403.04535156525,1989.28828021735,1563.34311898334,1182.80481108836,402.042269714047,528.152452341952,536.721066721762,793.521624222507,861.101759025933,450.319360006135,486.80913985614,0,1
"2621",0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1338.33871011698,6.34457848708976,5293.35100085973,2428.01331641841,-137619005.999915,83.107245889093,702.426128696861,47.4570033166448,-1039.53783444223,62.8929954391908,-556.113968368415,635.63174149144,-1083.58912899147,491.070455915026,367.37310548521,1634.97768230697,2555.94265610238,2748.92643694889,2239.79011456208,2530.84010732929,964.446273957552,841.568593891806,655.739793552562,629.783857182792,553.206380951695,1015.68976175178,858.101581072118,1110.86011510889,999.518904774775,1,1
"2622",1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,2421.19891695601,-53.8840079408505,759.688349654061,533.598367397666,117964549.765993,36.9960847813982,263.000580908082,-16.4761535552952,676.005092627156,-2768.10690562133,197.193329475076,-78.7432185683569,66.4142675443798,690.133893546654,1224.21477366787,323.742762232285,-16.8518095753533,-300.115967068162,370.537956859732,-599.141726070083,-385.422963669859,-227.952844735296,-94.9598071792261,75.4177781771994,-49.7454077921083,-364.226274390376,-252.452178928593,34.341521752734,42.0529805840222,0,1
"2623",0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,18372.4261360097,114.030452533196,-1248.20132686989,-236.598176033924,208201038.456316,98.5557738238391,129.649293187969,137.771167407955,630.167335646144,-191.035118284706,134.752590111677,3873.79972058895,2813.06231088618,4344.79845248421,2537.40480381525,1701.56249930314,1460.19740656264,2146.58129355827,1432.41471033759,110.366838290812,48.1305786103382,-382.267186956542,533.833283836174,661.694119260347,749.34878375329,140.733079010449,-117.165670728723,394.01247278789,140.123855163847,0,1
"2624",0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,5737.98236156852,104.559456117326,3798.37854422667,2597.11090055123,-26717721.7422364,119.169950351231,1381.84103577555,94.4567317861761,1143.68606067664,-409.355549348262,-1347.26965662591,623.792001899009,1046.27171834934,774.26839429348,1481.62762642885,1925.71002898777,1423.85130076667,2180.38506035289,1257.02209774187,562.562933479759,862.163047322828,110.377240359368,539.862729131712,520.696440870685,771.592088201506,695.509733554762,455.699290311053,691.5205634801,649.171987381932,1,1
"2625",0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,13707.6056860797,96.176194206642,-1235.01027716098,1186.66321714688,198090446.182857,98.2823520407978,281.664990750412,104.978103976391,3987.66198224266,4016.73922012712,6874.20779642375,2252.55265354511,4613.87392468813,3545.11446578945,3349.4142993054,-290.104813333719,814.759761276243,262.030652384877,80.0061094995628,727.210711211514,-113.349049966022,245.972316768481,-203.612698309084,246.991366543658,-128.865781926016,21.5737784332257,118.599658799399,-155.946017263744,-29.4346541974464,0,0
"2626",0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,6073.44413641335,103.007867895866,6761.02366590463,2905.50733945092,48313358.3031608,95.7149784013147,1569.03635905365,54.216823693485,-34.4105909837245,45.4682214127549,248.014923170639,1165.03714157933,136.361178314366,805.027633709099,348.119939483489,3252.06101085276,2493.85944236617,2300.08750658065,1419.12046366722,1166.25813297645,1708.23237972574,1533.63174458906,973.114694115967,1001.28630184578,875.75875807964,785.754375714222,1011.85957933707,158.739664158739,838.083398965587,1,1
"2627",1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,24.9258474964341,3.45171830670744,3293.37300936821,1289.98826767238,126745560.207927,115.549556017871,1109.20840242056,118.400808134956,30.8416047015135,389.27435230387,301.009292745495,-339.951680529933,-700.0049371933,-237.55635869008,-1112.62271502186,1560.69921916429,1276.4038380526,1191.51351820039,29.4241635547714,1668.31381482342,823.805390810678,1266.9210244254,456.546877928101,307.747015234133,678.781619445226,488.864257388958,500.684568657967,709.425668277034,-66.6014905752393,0,1
"2628",1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,4722.2187752306,83.4937503155899,2872.73735628237,2264.31116015247,-23743871.9665213,103.733602443369,1152.76106841745,105.530473346715,-70.2011360338197,328.740402888964,686.79897278338,1132.7967994147,2324.97124371445,1072.0153819262,584.24149730161,833.391309189515,837.241882625435,1058.89630816927,1650.66216928573,340.264728907573,1307.49359885212,1665.94735112,685.654103050829,683.011080440909,476.324858581835,489.127835329998,121.680416397018,871.482163238181,1184.1251999197,1,1
"2629",1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-1417.97539545874,34.428759998274,-77.8679762920879,738.562522615023,116423586.505502,-0.89820874236589,235.81093971559,-26.5679687255743,-217.682670631156,-331.699492558362,600.498904835544,-61.2344706441512,-474.409918357175,-1314.2650578116,636.286465333076,188.177326435518,155.789469609937,12.3936953109907,-412.013383602889,393.328175352224,113.374782333922,416.907891664066,65.5574316295342,-213.190447415901,-194.551040462282,7.73779905211624,-240.410680637975,25.8610346070665,-204.580214571451,1,1
"2630",1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,-388.389875870763,29.0599376845379,3258.40923392022,3483.59638579921,38287116.4789615,71.7990122685096,775.261096123763,106.901552347067,905.38859704119,-157.225759777049,1265.2632690137,-1037.24674068657,411.038493008115,382.69506735088,117.436130070115,674.668812058272,2090.98479687036,997.276591186671,1592.27719859618,1571.76273084254,2209.64761479698,1351.96840437846,573.79965219545,641.288837838224,700.804073613886,680.807641384864,549.504469057757,386.720589827119,506.978863066838,1,0
"2631",1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,-124.125627110093,-0.784343560270035,5286.32063024619,3496.34742134052,76742749.8924109,86.5139428821152,665.006780255693,145.785141423846,-827.461722980213,-1844.64266208757,364.173532330283,356.022620830662,-309.942564325487,295.229112052294,461.606625505861,2369.26061934843,2007.62002475704,1731.29717145189,1889.63872184073,1113.75208331053,2222.2931635969,1376.76261069424,488.788602152642,505.48171020193,482.934478845854,785.251796000782,883.31356152769,868.145549491251,781.006100943768,1,1
"2632",1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,-1197.35623185992,102.308817717249,1184.35102854783,-53.0837233976583,154752954.618201,-31.211422336905,801.18156893616,-12.3686702416956,1872.36080368578,-734.629096848808,-1239.12937886909,-1656.32274688939,-224.307983491769,-1662.2538486966,-253.982796374894,-227.053245743309,1055.81984985033,381.580806301927,40.4957038331459,61.7615473983412,486.584402995983,509.767736023596,-100.688800466185,58.0455199219166,-64.1200839313496,46.5563150446789,-170.306221003548,12.9979761228824,-315.324500509781,0,1
"2633",0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,2093.52517529364,-8.86946374462831,3373.89395083946,-663.677495531999,43707774.4847037,72.8193753058243,564.997719657667,68.4565741504594,544.824105296085,817.068441081299,1311.44795942402,332.543413902675,546.880382090596,-511.229799542666,-981.133387388627,-534.773764963891,418.948553142958,834.603533170927,144.489570736408,455.917304344293,101.945549967832,588.278866333535,-81.7577657830484,120.587667112496,65.5438769085588,27.9194465230216,-208.86297438642,203.716584628644,358.352489469814,1,1
"2634",1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,-1222.85269810533,123.156126666912,5259.45023420212,2466.69932340821,-2222627.16830746,122.834612205543,1268.74650861337,86.8931797337616,-332.373823386447,481.423156893281,992.92527679993,-902.469802602049,1476.92945198862,-736.450365469311,57.5552189187405,2459.52343066636,1602.24879038556,2217.83575999323,1954.87231304307,1601.93903488552,2146.34048006352,1155.15205159298,520.98067555197,388.401019854879,705.355905237208,346.827982652309,727.245109847375,653.499460742099,609.64892725865,0,1
"2635",0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,-2075.27808696659,22.6727996560415,1352.60798715143,-877.804184189533,89294974.431791,18.6455211894997,-255.057900738235,15.5526237886314,719.854209077609,228.332600255263,-1756.76040005719,63.9547903306994,-1486.56308824011,185.011767340259,685.144979805552,544.176735036466,989.958758952483,157.256265000665,365.556118132969,-113.432682293068,398.014814315142,643.226988180917,-36.7666966328354,220.173923869803,-15.2374129109595,28.3182179136359,-65.878058730307,174.316030534452,28.2478249623652,1,1
"2636",1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,-2398.50969505918,-47.6715428967611,5716.67347917221,1345.13695856174,-109197894.188582,104.015826736561,1397.91136115132,85.1598872299923,611.538242988863,416.529376980536,462.152290687961,992.377850955429,102.123825223404,-38.2848342296662,-1183.51083860751,1379.33776084062,1431.46799949533,1798.02199239405,1203.0224550922,866.369887384865,1469.01047128318,2061.84538837925,32.912904473795,322.993258169267,229.668670670247,356.646097927737,-98.7284054835895,448.997608389366,635.538722522265,0,1
"2637",1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,6502.49468041766,103.298579195761,-949.971374149752,114.114440564547,34758720.6510276,83.658780212208,550.182162366805,90.8505512793707,2723.89109235895,2376.82882738181,2406.7130364787,3660.91027479901,531.379834885931,276.515983167949,-492.758505432285,942.011382380925,643.77244803017,-337.353989455491,-666.165862270361,469.640062897953,-97.2104007823669,651.694645299687,-168.251136412666,74.7559110113715,187.581018381518,-441.223106300073,-190.020225001437,55.8179798438829,247.823605035549,1,1
"2638",0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,15078.8279821282,109.321870371984,813.323259177638,601.624200762048,281693595.66129,-14.4529847401224,-280.866006217783,97.3182017819679,8110.87383422997,7040.3854847348,6268.77792525573,5366.12200020205,7042.19850808538,3103.11749806483,-1418.71428617674,-289.762453391868,-542.304289815991,-302.893566197464,-147.1205860929,278.840842307061,685.350568263783,-55.9603226873482,423.128746142659,-74.4693807968935,-13.2984855865254,-59.0646897079667,-55.7864665263985,317.316567124309,679.124439000107,0,1
"2639",0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,-1578.42425733153,32.4567814271447,5506.37563104635,1383.42972781048,59709980.3884343,92.2184222836106,1094.46458607005,114.431174012604,-255.710399075376,440.383373597982,50.061265460458,-195.690216232767,838.550425864105,-527.791558623231,-326.592119259046,1346.56429123396,1770.56667283569,1583.87645981057,1964.90564473466,1968.8746920093,641.440038272712,1201.91160292944,472.004073958668,292.821294033958,329.987251184114,385.131405030465,235.339716097928,531.117658107626,285.640179712697,1,1
"2640",1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-332.631664893327,7.69164182254054,8987.5187200868,2058.69533132962,-92865025.8518184,123.460255731005,989.060474878161,78.3298287178016,-199.412961448115,-1250.56267592813,-181.834396246232,-234.790809138451,-331.671741715975,-152.100829532654,316.1542171442,2236.8309503262,791.653876915738,2011.3239863074,1689.88884786556,1644.6064397716,880.665003755425,1907.03608730482,702.928603732007,445.020694338017,515.662931045557,824.126374586088,511.398805233496,601.073909192474,530.490327569211,0,1
"2641",0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,-1284.20381836186,28.3828688952279,5881.31491539915,3450.20381529865,-30879222.1145356,115.875230871486,967.185379138074,134.864857858945,708.460891095664,296.059796028508,905.348756140882,573.766493041719,149.975367573821,-129.024959531648,-825.995033600501,2166.66810993804,1980.03861147766,2240.18608272491,2065.07788310345,1652.26321590045,1733.15105905724,1254.81803068278,819.192767587081,784.917717548062,948.608256424348,277.939516628542,389.667994796716,814.941105983179,820.705567102318,1,0
"2642",1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,9745.8198379477,90.0959442648611,4277.48269357922,1293.57977031705,-51189497.8873357,72.8806994298926,657.778483970989,93.6343321766042,3987.42776932874,3793.73628945224,3481.32677469015,3038.72957573814,393.086384851608,729.093756977059,1511.43110329679,835.524957822965,964.101958612326,-240.235342682431,-38.5489450894461,1083.57345446069,1470.22332577697,2337.63230560898,322.38113823304,357.014271676321,289.601892436732,-16.3677611223306,672.716236208692,694.874298227187,892.145915309054,0,1
"2643",1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1825.09726751586,11.5197412253727,6320.609356009,2863.83704069596,16619694.8670698,109.475055172622,1109.64653977177,108.461859790059,-347.9412050311,232.826248932826,209.715070544969,-1867.3008473626,-71.7415058096873,173.657542627897,932.982324061314,614.443820311083,1944.57427253897,230.32557296835,1189.78467607443,900.196440949031,1434.61767862423,1539.77282530077,336.898428304423,69.9567138553439,449.719858801248,128.584864058358,392.912864047549,360.192044078771,388.189956259365,0,1
"2644",1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,-1935.92397774282,6.80551600686939,7608.44281368257,1884.08186643168,-50017747.9010633,105.137898408456,1200.35426021369,83.4862409411236,1035.67588638234,-276.849070100906,335.671171207144,1321.9959787321,-1001.87863890434,67.542720903207,-751.081689823152,1745.5299569784,733.354690664336,1141.7332426539,1684.76054100539,966.262350024957,1415.56829927122,1336.55190344367,137.707451044304,-48.8823676031978,797.768653482834,464.530714521896,93.5275461114124,684.435028327069,667.724163158326,0,1
"2645",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,803.713870515316,23.5776677350951,-1204.09403878671,734.79643030184,41255242.2245131,0.464090398622586,23.2680770664336,3.14388965147383,-714.711926830444,1098.99147756438,2010.49172206239,-1850.60643791222,247.710841485133,922.379326968951,717.945095597033,-101.243699488238,491.430478125527,591.727745338557,-670.27183535324,-446.779649890429,-453.785287284238,387.121129669687,1.13398678053925,-138.611811394628,109.864268115963,238.446811689776,312.702147791176,-126.497124298487,-79.6631050390543,0,1
"2646",1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,20685.4948865511,119.406590348273,-516.944767314786,-359.411992366015,447510656.456393,-10.8906107503768,-353.829352585296,33.0521725779446,1349.55153451716,5187.65923760001,4757.73153463937,4686.06588665118,4503.08558184817,4740.24881177036,4904.4465425054,267.706436925348,-560.854008132985,593.13648125706,227.540255100954,-312.051920008537,-188.016816342493,94.5604370074361,-66.7599833282586,-5.25455630882928,227.283889696171,-198.162455425811,60.3074678254519,-218.746528477396,17.4225310117726,1,0
"2647",0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,2993.00003945966,10.7295308797014,2943.7856556501,908.437771409529,59430024.5930395,12.043854826808,-270.859368581183,-43.5838860842953,1333.62013835036,1918.69031880544,178.273483156655,-819.380733297744,-113.427392294895,-1816.95762685824,-108.227743435913,49.595357369885,-411.27906305454,10.579584594409,-391.029279375963,-593.917501076733,85.1623076968409,-205.01650935952,-194.881528729208,-75.091732040461,81.2332468423576,266.580887278759,18.6060616075874,210.289794382649,372.057444126085,0,1
"2648",1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,-825.038876677244,-41.0902826810309,5321.50955068822,2286.19864571102,85782547.6342499,108.442147940363,1627.44195488709,109.289931193017,520.059242208553,141.599143783099,1544.8110407091,-614.495562897318,105.412153119257,403.904104198693,-339.298116559687,402.988097131938,1947.80452538004,220.135624238824,1608.65339055767,2026.01694373213,1298.74307922234,1737.6126017453,465.366608580304,816.605466337914,315.725292558403,811.283115802935,457.279663195535,466.410811652659,346.172585868751,1,1
"2649",0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,2193.82846516096,1.31974012022109,6040.15986238956,2301.29955264468,-3780108.89016666,127.850461697839,1152.56445745462,137.002695198694,104.819188136497,663.904291016667,-572.332080297723,-538.208201197473,600.128016876328,-352.265425478661,-641.967413407082,2004.70636531195,2378.3725580842,1154.35438226465,1429.73763992643,1812.39369667353,1395.93600770988,1695.63210917738,750.260626286443,781.924937017543,613.637937693962,671.367459321896,418.763204322797,1030.16250682184,927.924013227697,0,1
"2650",0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,4125.80507001073,123.798001754102,4016.99247496889,923.174340286201,106011212.015856,144.014428895417,991.203207212053,117.638676185228,209.109672897969,109.616160676654,14.6071998747495,159.065214114128,358.4749654726,-461.139116175483,-1063.35436904636,1150.50698101919,1752.64888452787,1701.43623709181,-124.936569251845,567.442487262834,877.761696398438,1723.16519991263,1075.66410366531,679.926179735365,421.714849281117,254.878194863504,571.474982250655,182.625522007169,554.728258239862,0,0
"2651",1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,14757.9182623224,136.484047850031,-137.336663754513,651.522282520343,124813027.383348,-7.58677919402538,-201.129656354146,-15.3034035528685,827.454682458577,3059.34642809423,3686.15628082413,2113.75131497534,2514.1832813871,2711.56523554383,3078.65926354095,268.924068977594,144.407302385628,710.138714064725,78.8098907913263,630.85285901451,547.098500498139,41.7109487359984,101.048215142157,-503.842660754093,-0.54144692682693,-38.4837032444633,-32.385705853329,-239.096288564152,42.1294875359567,0,0
"2652",1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,3103.95109319534,116.053602966991,6902.34864898279,1789.89991389843,-44436420.0870577,123.625279600323,968.38550942093,77.6405814191503,700.229931442954,655.172504760864,-910.640600612537,454.694569856458,827.169161839006,1467.08236410242,960.109452272669,419.163344867588,2202.16166339863,2301.46776801204,1569.703086803,782.173928898772,691.80672829835,396.262395753586,730.668005105096,448.346559406284,798.369204277092,686.584505704313,850.143408799305,648.826766254975,352.11707431364,1,1
"2653",0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,189.343324905221,26.6868886494,5274.07530312851,2453.72017718008,-606453.939324186,101.194777168209,1415.99794299508,101.280664542596,-768.967741329326,-226.267290870363,-130.060532854102,571.942189789566,-280.399038313158,-1289.11024680508,-694.362915892668,1166.88947948738,1942.29892424973,1145.52929318973,1963.70327862354,946.863035313984,1270.55381159796,2078.93447943195,369.694444891661,816.727384347547,580.76418926848,594.041494917165,478.88244638288,403.377209453716,337.37381318832,0,1
"2654",1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,13581.8523462863,83.0879996906938,4308.80387922818,1277.09609352066,107712315.150987,61.0196851855975,-21.2600425851003,112.961227490808,-1840.85249618254,-902.891922798839,1971.21479791248,1677.57017506826,2606.91495189193,1843.12155046817,3335.91144296281,2488.30340821984,2136.37235948765,1992.13171350374,2489.93171638674,10.4701262758859,954.184799011731,305.113314827949,905.846947995152,644.376678566667,831.669892897736,899.791097569814,90.8648720453,506.398783443279,-69.7482667832579,0,1
"2655",1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,760.32723966663,38.812891228523,14619.3296577305,4290.16066629994,-4338520.36733399,113.941949231836,1109.03546357696,133.796844576199,-176.984160567586,-437.591714136624,220.512591552992,508.58276765261,-213.115719546517,254.13915254715,-691.068983306593,3134.89607320292,2772.42759532885,2915.91510789919,3223.52483811096,2808.73506010143,3218.3759534698,659.933275124149,864.611990565025,1012.2886771339,1322.65130829545,1156.48256109003,1152.47780391149,930.836188776238,1205.47941273227,1,1
"2656",1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,574.140625421834,-6.8142692003399,640.900713036907,-102.113214892358,-80270151.6627337,75.5848229575119,582.192394736242,114.563140288193,1303.24879196942,-1072.32547628536,-370.18630127171,1670.51950657178,267.272660166089,-573.484533244952,-814.124844329588,-230.797112912924,242.754098220827,-48.072878804621,666.142758940622,-40.5256092308781,1878.16133446856,1053.15247856579,64.0170181984563,11.7007254880325,1.63168419300369,-130.294815800072,66.2483831883172,311.883947364245,364.860572580521,0,1
"2657",1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,6159.04293530034,88.8500925684949,9807.67010708758,4112.96362166346,-35570241.4185952,63.3039717993427,1123.75789604697,99.9254218276624,431.184371084039,159.30144506095,-1280.15094124004,-1238.78935730363,349.74627394006,338.148394842522,1013.91451063804,2102.19059072237,2102.97963715837,1398.85414956201,2038.06178273905,1970.60469929503,1896.19463959214,2473.11814879404,789.077273802252,646.176406188974,701.238434249999,1320.61827927426,1018.9524857927,985.911406617316,978.998044363241,1,1
"2658",0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,2358.75086529348,3.6475985190155,6717.01706738621,3218.15645732829,86694982.9059264,87.467925871763,1285.94693437282,123.960047740059,1255.03692349308,898.491160098675,786.798005235663,591.283779064534,-1072.71246914312,-161.501987576888,-327.641941071942,-513.571050743577,-340.433266067924,1140.66672176485,1805.94338794354,1139.38732350104,1701.04147802547,993.364296172373,12.5134576953811,84.2526634289877,166.084381913313,517.565020283697,313.857334016288,404.948684892311,761.173308732906,1,1
